Resource ID,Longitude,Latitude,Street,City,State,Zip Code,Historic Name,Current Name,Extant,Neighborhood,Planning District,Inventory,Construction Start Year,Construction End Year,Construction Date Precision,Original Architect,Philadelphia Register Individual Designation Year,National Register Individual Designation Year,National Historic Landmark Individual Designation Year,Philadelphia Register Historic District,Photo URL,Resource URL
id,lng,lat,street,city,state,zipcode,nameHist,nameCurr,extant,neighborhood,planningDistrict,inventories,constStart,constEnd,constDateType,architects,prIndYear,nrIndYear,nhlIndYear,prDist,photo,url
6451,39.95482012,-75.14311709,232-34 N 02nd St,Philadelphia,PA,19106-1211,Isaac Steppacher Building,,Yes,Old City,Central,,,1893,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6451
6452,39.94966018,-75.16355073,123-51 S Broad St,Philadelphia,PA,19107-4530,"Fidelity Philadelphia Trust, Witherspoon Building",,Yes,Washington Square West,Central,,,1926,,Irwin & Lehighton,1973,1978,,,,http://www.preservephiladelphia.org/historic-resources/6452
6453,39.93846037,-75.15182313,502 Catharine St,Philadelphia,PA,19147-3003,502 Catharine St,,Yes,Queen Village,Central,,,,,,1979,,,,,http://www.preservephiladelphia.org/historic-resources/6453
6454,39.94431248,-75.15165245,331 S 06th St,Philadelphia,PA,19106-4137,331 S 06th St,,Yes,Society Hill,Central,,,,,,1967,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6454
6455,39.9496137,-75.20630513,4110 Baltimore Ave,Philadelphia,PA,19104-4506,Patricia Apartments,,Yes,Woodland Terrace,University/Southwest,,,,,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/6455
6456,39.94636914,-75.15840747,1013 Spruce St,Philadelphia,PA,19107-5748,1013 Spruce St,,Yes,Washington Square West,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6456
6457,39.94423677,-75.14630282,314 S American St,Philadelphia,PA,19106-4334,314 S American St,,Yes,Society Hill,Central,,,,,,1976,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6457
6458,39.93726323,-75.14580978,124 Catharine St,Philadelphia,PA,19147-3404,124 Catharine St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6458
6459,39.93782323,-75.15244987,520 Queen St,Philadelphia,PA,19147-3023,520 Queen St,,Yes,Queen Village,Central,,,,,,1973,,,,,http://www.preservephiladelphia.org/historic-resources/6459
6460,39.94408046,-75.14630614,320 S American St,Philadelphia,PA,19106-4334,320 S American St,,Yes,Society Hill,Central,,,,,,1976,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6460
6461,39.93661568,-75.14563234,112 Queen St,Philadelphia,PA,19147-3435,112 Queen St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6461
6462,39.94483404,-75.14907891,412 Spruce St,Philadelphia,PA,19106-4216,412 Spruce St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6462
6463,40.04828703,-75.16998542,6014 Chew Ave,Philadelphia,PA,19138-1516,Cope-Evans Double House,,Yes,"Germantown, East",Upper Northwest,,,1887,,,1981,,,Awbury,,http://www.preservephiladelphia.org/historic-resources/6463
6464,39.94621014,-75.15687964,917 Spruce St,Philadelphia,PA,19107-5721,917 Spruce St,,Yes,Washington Square West,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6464
6465,39.9547136,-75.1431839,226-30 N 02nd St,Philadelphia,PA,19106-1211,Wilbur Chocolate Factory,,Yes,Old City,Central,,,,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6465
6466,39.94756275,-75.16050212,1122 Locust St,Philadelphia,PA,19107-5740,1122 Locust St,,Yes,Washington Square West,Central,,,,,,1959,,,,,http://www.preservephiladelphia.org/historic-resources/6466
6467,39.95713693,-75.17385583,118 N Lambert St,Philadelphia,PA,19103-1107,118 N Lambert St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6467
6468,39.94362787,-75.15494352,423 S 08th St,Philadelphia,PA,19147-1339,423 S 08th St,,Yes,Society Hill,Central,,,,,,1980,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6468
6469,39.94462516,-75.1792581,2215 Bainbridge St,Philadelphia,PA,19146-1130,2215 Bainbridge St,,Yes,Graduate Hospital,Central,,,,,,1969,,,,,http://www.preservephiladelphia.org/historic-resources/6469
6470,39.94014753,-75.14560155,136 Bainbridge St,Philadelphia,PA,19147-2402,136 Bainbridge St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6470
6471,39.9608283,-75.19373401,3512 Baring St,Philadelphia,PA,19104-2417,Convent of Dominican Sisters,,Yes,Powelton,University/Southwest,,,,,,1963,,,,,http://www.preservephiladelphia.org/historic-resources/6471
6472,39.937204,-75.14598038,809-11 S Hancock St,Philadelphia,PA,19147-3440,809-11 S Hancock St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6472
6473,39.97703133,-75.16118454,1523 N 16th St,Philadelphia,PA,19121-4204,1523 N 16th St,,Yes,North Central,Lower North,,,,,,1982,,,,,http://www.preservephiladelphia.org/historic-resources/6473
6474,39.940479,-75.14449138,616 S Front St,Philadelphia,PA,19147-1703,616 S Front St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6474
6475,39.94961526,-75.21542097,4616 Hazel Ave,Philadelphia,PA,19143-2104,4616 Hazel Ave,,Yes,Cedar Park,University/Southwest,,,,,,1976,,,,,http://www.preservephiladelphia.org/historic-resources/6475
6476,39.95357653,-75.14473246,149 N 03rd St,Philadelphia,PA,19106-1914,149 N 03rd St,,Yes,Old City,Central,,,,,,1982,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6476
6477,40.05312333,-75.20502067,627 St Georges Rd,Philadelphia,PA,19119-3341,Violet Oakley Studio,,Yes,"Mount Airy, West",Upper Northwest,,,1815,,F.M. Day,1980,1977,,,,http://www.preservephiladelphia.org/historic-resources/6477
6478,40.0264357,-75.17015333,5128 Wayne Ave,Philadelphia,PA,19144-3526,Sally Watson House,,Yes,"Germantown, Southwest",Upper Northwest,,,1889,,Wilson Jr. Eyre,1972,1982,,,,http://www.preservephiladelphia.org/historic-resources/6478
6479,39.94963432,-75.21557174,4620 Hazel Ave,Philadelphia,PA,19143-2104,4620 Hazel Ave,,Yes,Cedar Park,University/Southwest,,,,,,1976,,,,,http://www.preservephiladelphia.org/historic-resources/6479
6480,39.95295277,-75.14279583,137 N 02nd St,Philadelphia,PA,19106-2009,137 N 02nd St,,Yes,Old City,Central,,,1855,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6480
6481,39.95528479,-75.1682033,100 N 17th St,Philadelphia,PA,19103-2703,Robert Morris Hotel,,Yes,Logan Square,Central,,,1914,,Ballinger,1972,1984,,,,http://www.preservephiladelphia.org/historic-resources/6481
6482,39.94843345,-75.17012013,1711-17 Rittenhouse Sq,Philadelphia,PA,19103-6109,1711-17 Rittenhouse Sq,,Yes,Rittenhouse,Central,,,,,,1981,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6482
6483,39.94614967,-75.16900751,352 S Smedley St,Philadelphia,PA,19103-6718,352 S Smedley St,,Yes,Rittenhouse,Central,,,,,,1969,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6483
6484,39.94851944,-75.16170943,1224 Chancellor St,Philadelphia,PA,19107-5471,1224 Chancellor St,,Yes,Washington Square West,Central,,,,,,1969,,,,,http://www.preservephiladelphia.org/historic-resources/6484
6485,39.95388534,-75.20741974,215 St Marks Sq,Philadelphia,PA,19104-0000,215 St Marks Sq,,Yes,Spruce Hill,University/Southwest,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6485
6486,39.95087382,-75.14307438,35 N 02nd St,Philadelphia,PA,19106-2214,35 N 02nd St,,Yes,Old City,Central,,,1900,,,1977,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6486
6487,39.9370181,-75.14591112,123 Queen St,Philadelphia,PA,19147-3421,123 Queen St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6487
6488,39.94338565,-75.14604097,227 Pine St,Philadelphia,PA,19106-4313,227 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6488
6489,39.95485199,-75.16912019,1724 Arch St,Philadelphia,PA,19103-2805,Arch Street Presbyterian Rectory,,Yes,Logan Square,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6489
6490,39.94714334,-75.16882329,308 S Smedley St,Philadelphia,PA,19103-6718,308 S Smedley St,,Yes,Rittenhouse,Central,,,,,,1969,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6490
6491,39.9659633,-75.17130023,2019 Mount Vernon St,Philadelphia,PA,19130-3235,2019 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6491
6492,39.9650711,-75.17313648,2114 Green St,Philadelphia,PA,19130-3111,2114 Green St,,Yes,Spring Garden,Central,,,,,,1972,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6492
6493,39.95514935,-75.15648558,1010 Race St,Philadelphia,PA,19107-2306,Heywood Chair Factory,,Yes,Chinatown,Central,,,1892,,W.G. Hale,1986,1984,,,,http://www.preservephiladelphia.org/historic-resources/6493
6494,39.94824544,-75.17867668,2217-19 Delancey Pl,Philadelphia,PA,19103-6501,2217-19 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1974,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6494
6495,40.03393787,-75.17552672,59 Maplewood Ml,Philadelphia,PA,19144-2809,59 Maplewood Ml,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6495
6496,39.93463957,-75.14796729,1006 E Moyamensing Ave,Philadelphia,PA,19147-4231,1006 E Moyamensing Ave,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6496
6497,40.01988114,-75.15314798,1619 Rowan St,Philadelphia,PA,19140-1809,1619 Rowan St,,Yes,Nicetown,North,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/6497
6498,39.95221842,-75.14361184,104 N 02nd St,Philadelphia,PA,19106-1902,104 N 02nd St,,Yes,Old City,Central,,,1840,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6498
6499,39.94268562,-75.14689332,236 Stampers St,Philadelphia,PA,19147-1604,236 Stampers St,,Yes,Society Hill,Central,,,,,,1961,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6499
6500,39.95299532,-75.20632576,227 S 42nd St,Philadelphia,PA,19104-3521,227 S 42nd St,,Yes,Spruce Hill,University/Southwest,,,,,,1965,,,,,http://www.preservephiladelphia.org/historic-resources/6500
6501,39.96543456,-75.17030679,1934 Mount Vernon St,Philadelphia,PA,19130-3214,1934 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6501
6502,39.96346693,-75.14685869,503 Fairmount Ave,Philadelphia,PA,19123-2809,503 Fairmount Ave,,Yes,Northern Liberties,Central,,,,,,1962,,,,,http://www.preservephiladelphia.org/historic-resources/6502
6503,39.94040305,-75.14498992,623 S Hancock St,Philadelphia,PA,19147-2404,623 S Hancock St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6503
6504,39.93722663,-75.14546833,114 Catharine St,Philadelphia,PA,19147-3404,114 Catharine St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6504
6505,39.97061854,-75.24961325,446-64 N 65th St,Philadelphia,PA,19151-4003,Haddington Branch of the Free Library,,Yes,Overbrook,West,Pride of Place Neighborhood Landmarks,,1915,,,2009,,,,http://pagp.webfactional.com/static/media/photos/65thStandGirardAve_1.jpg.580x435_q85_autocrop.jpg,http://www.preservephiladelphia.org/historic-resources/6505
6506,39.946514,-75.16866874,333-35 S Smedley St,Philadelphia,PA,19103-6717,333-35 S Smedley St,,Yes,Rittenhouse,Central,,,,,,1969,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6506
6507,39.94769575,-75.17526331,2017 Delancey Pl,Philadelphia,PA,19103-6509,2017 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1972,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6507
6508,39.94030095,-75.14467366,109 Bainbridge St,Philadelphia,PA,19147-2401,109 Bainbridge St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6508
6509,39.94745091,-75.17632608,2036 Delancey Pl,Philadelphia,PA,19103-6510,2036 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1972,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6509
6510,39.96383968,-75.17022026,1925 Spring Garden St,Philadelphia,PA,19130-3806,1925 Spring Garden St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6510
6511,39.9371025,-75.14836755,823 S 03rd St,Philadelphia,PA,19147-3327,823 S 03rd St,,Yes,Queen Village,Central,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6511
6512,39.93864422,-75.14566484,135 Fitzwater St,Philadelphia,PA,19147-3407,135 Fitzwater St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6512
6513,39.94422016,-75.15166854,335 S 06th St,Philadelphia,PA,19106-4138,335 S 06th St,,Yes,Society Hill,Central,,,,,,1967,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6513
6514,39.95299521,-75.17557507,24 S 21st St,Philadelphia,PA,19103-3105,24 S 21st St,,Yes,Rittenhouse,Central,,,,,,1982,,,,,http://www.preservephiladelphia.org/historic-resources/6514
6515,39.95739375,-75.17341072,2026 Race St,Philadelphia,PA,19103-1118,2026 Race St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6515
6516,39.94220721,-75.14466189,119 Lombard St,Philadelphia,PA,19147-1601,119 Lombard St,,Yes,Society Hill,Central,,,,,,1959,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6516
6517,39.95260371,-75.14214165,116 Elfreths Aly,Philadelphia,PA,19106-2006,116 Elfreths Aly,,Yes,Old City,Central,,,,,,1956,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6517
6518,39.94809062,-75.16810098,250 S 16th St,Philadelphia,PA,19102-3334,Hannah Penn Republican House,,Yes,Rittenhouse,Central,,,,,,1973,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6518
6519,39.94240254,-75.14928293,510 S 04th St,Philadelphia,PA,19147-1507,510 S 04th St,,Yes,Society Hill,Central,,,,,,1963,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6519
6520,39.94348998,-75.14696359,253 Pine St,Philadelphia,PA,19106-4313,253 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6520
6521,39.95046523,-75.15820579,1031-33 Chestnut St,Philadelphia,PA,19107-4219,Watkins Building,,Yes,Washington Square West,Central,,,,,,1990,,,,,http://www.preservephiladelphia.org/historic-resources/6521
6522,39.95105376,-75.14524305,27-29 N 03rd St,Philadelphia,PA,19106-2320,Manufacturers' National Bank,,Yes,Old City,Central,,,1870,,,1980,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6522
6523,39.93598209,-75.1473157,204 Christian St,Philadelphia,PA,19147-4217,204 Christian St,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6523
6524,40.03378143,-75.16832264,51 E Penn St,Philadelphia,PA,19144-2307,51 E Penn St,,Yes,Wister,Upper Northwest,,,,,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/6524
6525,39.94742666,-75.1770044,2104 Delancey Pl,Philadelphia,PA,19103-6512,2104 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1972,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6525
6526,39.95034166,-75.15650782,917-33 Chestnut St,Philadelphia,PA,19107-4218,(Old) Federal Reserve Building,,Yes,Washington Square West,Central,,,1930,,Paul P. Cret,1961,1969,,,,http://www.preservephiladelphia.org/historic-resources/6526
6527,39.95177164,-75.14308883,69-71 N 02nd St,Philadelphia,PA,19106-2215,69-71 N 02nd St,,Yes,Old City,Central,,,1840,,,1977,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6527
6528,39.96624289,-75.17304531,2121 Mount Vernon St,Philadelphia,PA,19130-0000,2121 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6528
6529,39.95654815,-75.17392119,2046 Cherry St,Philadelphia,PA,19103-1413,2046 Cherry St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6529
6530,39.96064177,-75.18980546,3305 Powelton Ave,Philadelphia,PA,19104-2539,3305 Powelton Ave,,Yes,Powelton,University/Southwest,,,1895,,,1978,1979,,,,http://www.preservephiladelphia.org/historic-resources/6530
6531,40.04869106,-75.18333134,6507 Germantown Ave,Philadelphia,PA,19119-2247,Michael Billmayer House,,Yes,"Mount Airy, East",Upper Northwest,,,,,,1956,,,,,http://www.preservephiladelphia.org/historic-resources/6531
6532,39.95095415,-75.14255721,108-12 Cuthbert St,Philadelphia,PA,19106-2235,Coombs Alley; Henry Harrison Houses,,Yes,Old City,Central,,,,,,1957,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6532
6533,39.94459169,-75.16370882,1315 Lombard St,Philadelphia,PA,19147-1003,1315 Lombard St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6533
6534,39.94335856,-75.14412676,108 Delancey St,Philadelphia,PA,19106-4303,108 Delancey St,,Yes,Society Hill,Central,,,,,,1984,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6534
6535,39.95020144,-75.21639668,4645 Hazel Ave,Philadelphia,PA,19143-2103,4645 Hazel Ave,,Yes,Cedar Park,University/Southwest,,,,,,1976,,,,,http://www.preservephiladelphia.org/historic-resources/6535
6536,39.96645997,-75.17498658,2215 Mount Vernon St,Philadelphia,PA,19130-3114,2215 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6536
6537,39.9439589,-75.16268232,1231 Rodman St,Philadelphia,PA,19147-1129,1231 Rodman St,,Yes,Washington Square West,Central,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/6537
6538,39.96432475,-75.17402299,2129 Spring Garden St,Philadelphia,PA,19130-3501,2129 Spring Garden St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6538
6539,39.98313074,-75.25014237,6333 Malvern Ave,Philadelphia,PA,19151-2529,PA Institute for the Instruction of the Blind,,Yes,Overbrook,West Park,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6539
6540,39.94427394,-75.15900863,408 S Alder St,Philadelphia,PA,19147-1215,408 S Alder St,,Yes,Washington Square West,Central,,,,,,1975,,,,,http://www.preservephiladelphia.org/historic-resources/6540
6541,39.93761895,-75.14974326,335 Queen St,Philadelphia,PA,19147-3220,335 Queen St,,Yes,Queen Village,Central,,,,,,1969,,,,,http://www.preservephiladelphia.org/historic-resources/6541
6542,39.9382708,-75.15257494,516 Kauffman St,Philadelphia,PA,19147-3015,516 Kauffman St,,Yes,Queen Village,Central,,,,,,1980,,,,,http://www.preservephiladelphia.org/historic-resources/6542
6543,39.94440439,-75.16258613,1233 Lombard St,Philadelphia,PA,19147-1131,1233 Lombard St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6543
